id,name,host_id,host_name,host_is_superhost,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_per_night_bucket,is_superhost,days_since_last_review,availability_status
1002952,Private room in Riverdale,501152,Host1152,f,Bronx,Riverdale,40.842279,-73.875882,Private room,53.52,7,14,2026-07-19,0.51,1,195,$0-75,False,47.0,Highly Available
1002953,Entire home/apt in Jamaica,501153,Host1153,f,Queens,Jamaica,40.702769,-73.796501,Entire home/apt,36.21,3,48,2026-06-18,1.34,1,198,$0-75,False,78.0,Highly Available
1002954,Entire home/apt in Upper West Side,501154,Host1154,f,Manhattan,Upper West Side,40.776768,-73.978898,Entire home/apt,183.02,1,7,2026-04-09,0.24,1,114,$150-250,False,148.0,Sometimes Available
1002955,Private room in East Village,501155,Host1155,f,Manhattan,East Village,40.757801,-73.972327,Private room,195.02,14,115,2026-07-31,2.7,1,12,$150-250,False,35.0,Rarely Available
1002956,Private room in Flushing,501156,Host1156,f,Queens,Flushing,40.739787,-73.813247,Private room,61.16,1,8,2026-02-13,0.25,1,24,$0-75,False,203.0,Rarely Available
1002957,Private room in Williamsburg,501157,Host1157,f,Brooklyn,Williamsburg,40.688485,-73.950358,Private room,84.26,1,46,2025-07-01,1.85,1,56,$75-150,False,430.0,Sometimes Available
1002958,Entire home/apt in Williamsburg,501158,Host1158,t,Brooklyn,Williamsburg,40.699167,-73.93148,Entire home/apt,264.18,7,115,2025-08-03,2.77,2,365,$250-400,True,397.0,Highly Available
1002959,Private room in Long Island City,501159,Host1159,f,Queens,Long Island City,40.668388,-73.810349,Private room,72.19,2,18,2025-05-16,0.81,1,347,$0-75,False,476.0,Highly Available
1002960,Private room in Flushing,501160,Host1160,f,Queens,Flushing,40.740884,-73.8346,Private room,66.17,3,15,2026-06-21,0.64,3,351,$0-75,False,75.0,Highly Available
1002961,Entire home/apt in Greenpoint,501161,Host1161,f,Brooklyn,Greenpoint,40.687075,-73.967899,Entire home/apt,245.71,14,2,2026-01-01,0.05,10,171,$150-250,False,246.0,Sometimes Available
1002962,Entire home/apt in Jamaica,501162,Host1162,t,Queens,Jamaica,40.701382,-73.797872,Entire home/apt,229.15,14,11,2026-05-20,0.91,1,246,$150-250,True,107.0,Highly Available
1002963,Entire home/apt in Greenpoint,501163,Host1163,t,Brooklyn,Greenpoint,40.686689,-73.963934,Entire home/apt,117.28,1,15,2026-04-07,0.39,1,322,$75-150,True,150.0,Highly Available
1002964,Entire home/apt in Midtown,501164,Host1164,f,Manhattan,Midtown,40.796617,-74.005593,Entire home/apt,357.86,2,13,2026-07-14,0.53,1,120,$250-400,False,52.0,Sometimes Available
1002965,Private room in Crown Heights,501165,Host1165,f,Brooklyn,Crown Heights,40.693939,-73.967102,Private room,102.12,2,1,2026-06-18,0.03,1,263,$75-150,False,78.0,Highly Available
1002966,Shared room in Astoria,501166,Host1166,f,Queens,Astoria,40.713649,-73.775899,Shared room,27.62,2,16,2026-05-09,0.58,1,245,$0-75,False,118.0,Highly Available
1002967,Entire home/apt in Riverdale,501167,Host1167,t,Bronx,Riverdale,40.860235,-73.88165,Entire home/apt,107.11,14,1,2026-06-11,0.15,1,105,$75-150,True,85.0,Sometimes Available
1002968,Entire home/apt in Upper West Side,501168,Host1168,t,Manhattan,Upper West Side,40.732704,-73.960264,Entire home/apt,251.5,1,8,2026-02-01,0.62,1,103,$250-400,True,215.0,Sometimes Available
1002969,Private room in Bedford-Stuyvesant,501169,Host1169,f,Brooklyn,Bedford-Stuyvesant,40.684389,-73.958318,Private room,84.59,2,24,2026-05-16,0.73,1,161,$75-150,False,111.0,Sometimes Available
1002970,Shared room in Astoria,501170,Host1170,f,Queens,Astoria,40.747105,-73.807179,Shared room,20.0,1,1,2026-07-11,0.03,1,261,$0-75,False,55.0,Highly Available
1002971,Entire home/apt in DUMBO,501171,Host1171,f,Brooklyn,DUMBO,40.693938,-73.972316,Entire home/apt,135.16,1,33,2026-07-13,0.75,1,172,$75-150,False,53.0,Sometimes Available
1002972,Entire home/apt in Financial District,501172,Host1172,f,Manhattan,Financial District,40.772558,-73.980907,Entire home/apt,478.17,2,44,2026-07-21,1.07,1,165,$400+,False,45.0,Sometimes Available
1002973,Entire home/apt in Park Slope,501173,Host1173,t,Brooklyn,Park Slope,40.687966,-73.965504,Entire home/apt,154.53,7,39,2026-06-11,1.11,5,57,$150-250,True,85.0,Sometimes Available
1002974,Entire home/apt in Greenpoint,501174,Host1174,f,Brooklyn,Greenpoint,40.704111,-73.93154,Entire home/apt,183.62,3,0,,0.0,1,365,$150-250,False,,Highly Available
1002975,Private room in East Village,501175,Host1175,f,Manhattan,East Village,40.776896,-73.972351,Private room,100.63,2,3,2026-04-25,0.11,1,142,$75-150,False,132.0,Sometimes Available
1002976,Private room in Astoria,501176,Host1176,f,Queens,Astoria,40.753338,-73.799573,Private room,105.87,5,1,2026-07-16,0.03,1,0,$75-150,False,50.0,Rarely Available
1002977,Private room in Chelsea,501177,Host1177,f,Manhattan,Chelsea,40.790792,-73.976501,Private room,124.91,2,24,2026-06-14,1.1,1,158,$75-150,False,82.0,Sometimes Available
1002978,Private room in Financial District,501178,Host1178,f,Manhattan,Financial District,40.765188,-73.984574,Private room,138.75,2,15,2026-05-06,1.77,1,304,$75-150,False,121.0,Highly Available
1002979,Entire home/apt in Tottenville,501179,Host1179,f,Staten Island,Tottenville,40.591192,-74.126248,Entire home/apt,109.7,1,23,2026-07-21,2.01,3,77,$75-150,False,45.0,Sometimes Available
1002980,Private room in Hell's Kitchen,501180,Host1180,f,Manhattan,Hell's Kitchen,40.79529,-73.950423,Private room,101.17,3,10,2025-12-28,0.3,1,186,$75-150,False,250.0,Highly Available
1002981,Private room in Bushwick,501181,Host1181,f,Brooklyn,Bushwick,40.672115,-73.955054,Private room,81.77,5,5,2026-06-22,0.24,1,0,$75-150,False,74.0,Rarely Available
1002982,Entire home/apt in Ridgewood,501182,Host1182,t,Queens,Ridgewood,40.731658,-73.799009,Entire home/apt,118.11,14,16,2026-07-15,0.7,1,208,$75-150,True,51.0,Highly Available
1002983,Entire home/apt in Financial District,501183,Host1183,f,Manhattan,Financial District,40.801516,-73.94698,Entire home/apt,196.68,2,46,2026-07-10,1.65,1,169,$150-250,False,56.0,Sometimes Available
1002984,Entire home/apt in Tottenville,501184,Host1184,t,Staten Island,Tottenville,40.585894,-74.110639,Entire home/apt,308.67,30,11,2026-07-30,0.7,1,119,$250-400,True,36.0,Sometimes Available
1002985,Entire home/apt in Upper West Side,501185,Host1185,t,Manhattan,Upper West Side,40.794306,-73.949812,Entire home/apt,185.64,1,34,2024-11-06,0.85,1,128,$150-250,True,667.0,Sometimes Available
1002986,Entire home/apt in Greenpoint,501186,Host1186,f,Brooklyn,Greenpoint,40.631374,-73.947605,Entire home/apt,192.57,3,42,2026-01-19,3.07,1,44,$150-250,False,228.0,Sometimes Available
1002987,Entire home/apt in DUMBO,501187,Host1187,f,Brooklyn,DUMBO,40.681798,-73.948878,Entire home/apt,410.6,5,25,2026-07-15,2.55,1,141,$400+,False,51.0,Sometimes Available
1002988,Private room in Midtown,501188,Host1188,t,Manhattan,Midtown,40.77182,-74.000167,Private room,147.1,5,35,2026-06-19,1.09,1,180,$75-150,True,77.0,Sometimes Available
1002989,Entire home/apt in Bushwick,501189,Host1189,f,Brooklyn,Bushwick,40.694136,-73.914455,Entire home/apt,171.07,30,4,2026-04-09,0.1,1,150,$150-250,False,148.0,Sometimes Available
1002990,Entire home/apt in Astoria,501190,Host1190,f,Queens,Astoria,40.727965,-73.790758,Entire home/apt,80.59,1,9,2026-06-09,0.23,1,186,$75-150,False,87.0,Highly Available
1002991,Private room in Upper West Side,501191,Host1191,t,Manhattan,Upper West Side,40.781415,-73.979461,Private room,171.63,1,56,2026-07-22,4.14,1,173,$150-250,True,44.0,Sometimes Available
1002992,Entire home/apt in DUMBO,501192,Host1192,f,Brooklyn,DUMBO,40.659772,-73.897162,Entire home/apt,170.76,1,11,2026-02-13,0.73,5,171,$150-250,False,203.0,Sometimes Available
1002993,Private room in Bedford-Stuyvesant,501193,Host1193,f,Brooklyn,Bedford-Stuyvesant,40.66132,-73.905078,Private room,49.25,2,5,2025-04-18,0.12,1,170,$0-75,False,504.0,Sometimes Available
1002994,Private room in DUMBO,501194,Host1194,f,Brooklyn,DUMBO,40.668947,-73.958489,Private room,114.27,5,17,2026-03-24,2.18,1,198,$75-150,False,164.0,Highly Available
1002995,Entire home/apt in Jamaica,501195,Host1195,f,Queens,Jamaica,40.753916,-73.804983,Entire home/apt,106.42,3,0,,0.0,1,280,$75-150,False,,Highly Available
1002996,Entire home/apt in Harlem,501196,Host1196,f,Manhattan,Harlem,40.772523,-73.987929,Entire home/apt,396.76,5,24,2025-07-02,0.92,2,135,$250-400,False,429.0,Sometimes Available
1002997,Entire home/apt in Upper West Side,501197,Host1197,f,Manhattan,Upper West Side,40.776437,-73.968317,Entire home/apt,171.14,7,3,2026-05-28,0.09,1,290,$150-250,False,99.0,Highly Available
1002998,Entire home/apt in Riverdale,501198,Host1198,f,Bronx,Riverdale,40.820338,-73.864988,Entire home/apt,100.5,14,20,2026-08-01,0.61,1,229,$75-150,False,34.0,Highly Available
1002999,Private room in St. George,501199,Host1199,f,Staten Island,St. George,40.609257,-74.143591,Private room,50.68,2,64,2026-05-27,6.98,2,365,$0-75,False,100.0,Highly Available
1003000,Entire home/apt in Riverdale,501200,Host1200,t,Bronx,Riverdale,40.822065,-73.894112,Entire home/apt,113.38,7,2,2026-03-24,0.05,2,289,$75-150,True,164.0,Highly Available
1003001,Entire home/apt in Financial District,501201,Host1201,f,Manhattan,Financial District,40.758546,-73.940674,Entire home/apt,393.54,1,20,2026-07-31,3.29,1,56,$250-400,False,35.0,Sometimes Available
1003002,Private room in Bushwick,501202,Host1202,t,Brooklyn,Bushwick,40.642324,-73.95075,Private room,45.63,7,6,2026-06-11,0.2,1,319,$0-75,True,85.0,Highly Available
1003003,Entire home/apt in Crown Heights,501203,Host1203,f,Brooklyn,Crown Heights,40.654147,-73.962663,Entire home/apt,293.8,1,4,2026-04-26,0.09,1,174,$250-400,False,131.0,Sometimes Available
1003004,Entire home/apt in Midtown,501204,Host1204,t,Manhattan,Midtown,40.79923,-73.960881,Entire home/apt,553.4843000000001,14,16,2025-11-25,0.39,2,48,$400+,True,283.0,Sometimes Available
1003005,Entire home/apt in Riverdale,501205,Host1205,t,Bronx,Riverdale,40.831717,-73.910977,Entire home/apt,113.03,1,21,2026-06-27,1.74,1,111,$75-150,True,69.0,Sometimes Available
1003006,Private room in Greenpoint,501206,Host1206,f,Brooklyn,Greenpoint,40.68022,-73.94692,Private room,87.41,1,13,2025-07-28,1.22,1,208,$75-150,False,403.0,Highly Available
1003007,Entire home/apt in Bedford-Stuyvesant,501207,Host1207,f,Brooklyn,Bedford-Stuyvesant,40.666094,-73.93936,Entire home/apt,186.82,1,5,2026-05-19,0.14,1,144,$150-250,False,108.0,Sometimes Available
1003008,Private room in Financial District,501208,Host1208,t,Manhattan,Financial District,40.793027,-73.974301,Private room,175.94,1,33,2024-06-23,0.93,1,275,$150-250,True,803.0,Highly Available
1003009,Entire home/apt in DUMBO,501209,Host1209,f,Brooklyn,DUMBO,40.676049,-73.950415,Entire home/apt,281.67,30,13,2026-05-18,0.56,1,38,$250-400,False,109.0,Sometimes Available
1003010,Private room in Greenpoint,501210,Host1210,t,Brooklyn,Greenpoint,40.701245,-73.96253,Private room,116.21,5,48,2026-02-25,2.64,1,90,$75-150,True,191.0,Sometimes Available
1003011,Entire home/apt in Bedford-Stuyvesant,501211,Host1211,t,Brooklyn,Bedford-Stuyvesant,40.689824,-73.982252,Entire home/apt,94.58,2,25,2024-06-28,1.83,1,322,$75-150,True,798.0,Highly Available
1003012,Entire home/apt in Riverdale,501212,Host1212,f,Bronx,Riverdale,40.817754,-73.908156,Entire home/apt,126.97,1,0,,0.0,1,190,$75-150,False,,Highly Available
1003013,Entire home/apt in Upper West Side,501213,Host1213,f,Manhattan,Upper West Side,40.771002,-73.960538,Entire home/apt,308.9,14,116,2026-07-11,4.88,1,19,$250-400,False,55.0,Rarely Available
1003014,Private room in DUMBO,501214,Host1214,t,Brooklyn,DUMBO,40.680377,-73.987531,Private room,81.4,7,18,2026-07-01,0.48,1,0,$75-150,True,65.0,Rarely Available
1003015,Entire home/apt in Long Island City,501215,Host1215,f,Queens,Long Island City,40.762304,-73.845463,Entire home/apt,209.88,2,9,2025-09-15,0.22,3,104,$150-250,False,354.0,Sometimes Available
1003016,Private room in Park Slope,501216,Host1216,f,Brooklyn,Park Slope,40.662991,-73.936049,Private room,38.83,3,19,2026-06-25,0.42,1,358,$0-75,False,71.0,Highly Available
1003017,Entire home/apt in Flushing,501217,Host1217,f,Queens,Flushing,40.737334,-73.76256,Entire home/apt,48.62,5,65,2026-07-09,4.35,3,93,$0-75,False,57.0,Sometimes Available
1003018,Private room in Williamsburg,501218,Host1218,f,Brooklyn,Williamsburg,40.641388,-73.944164,Private room,192.92,1,6,2026-06-08,0.54,1,109,$150-250,False,88.0,Sometimes Available
1003019,Entire home/apt in Greenpoint,501219,Host1219,f,Brooklyn,Greenpoint,40.688578,-73.980059,Entire home/apt,268.64,14,27,2025-12-19,1.1,5,365,$250-400,False,259.0,Highly Available
1003020,Entire home/apt in East Village,501220,Host1220,f,Manhattan,East Village,40.760065,-73.979935,Entire home/apt,500.46,2,21,2026-07-29,0.66,1,146,$400+,False,37.0,Sometimes Available
1003021,Entire home/apt in Financial District,501221,Host1221,t,Manhattan,Financial District,40.778169,-73.98434,Entire home/apt,287.58,3,108,2026-06-18,2.66,1,57,$250-400,True,78.0,Sometimes Available
1003022,Entire home/apt in Long Island City,501222,Host1222,f,Queens,Long Island City,40.733929,-73.841632,Entire home/apt,55.01,1,1,2026-01-28,0.04,1,5,$0-75,False,219.0,Rarely Available
1003023,Entire home/apt in Ridgewood,501223,Host1223,f,Queens,Ridgewood,40.729375,-73.781618,Entire home/apt,67.25,2,4,2025-12-09,0.18,1,89,$0-75,False,269.0,Sometimes Available
1003024,Private room in Crown Heights,501224,Host1224,t,Brooklyn,Crown Heights,40.665732,-73.978303,Private room,123.05,14,5,2026-05-03,0.78,1,127,$75-150,True,124.0,Sometimes Available
1003025,Shared room in Greenpoint,501225,Host1225,f,Brooklyn,Greenpoint,40.691034,-73.905314,Shared room,45.18,1,66,2025-10-04,4.42,5,64,$0-75,False,335.0,Sometimes Available
1003026,Private room in Long Island City,501226,Host1226,f,Queens,Long Island City,40.722806,-73.809968,Private room,43.13,7,17,2026-05-15,0.61,1,60,$0-75,False,112.0,Sometimes Available
1003027,Private room in Crown Heights,501227,Host1227,f,Brooklyn,Crown Heights,40.660016,-73.9409,Private room,176.78,2,137,2026-01-24,6.31,3,159,$150-250,False,223.0,Sometimes Available
1003028,Entire home/apt in Midtown,501228,Host1228,f,Manhattan,Midtown,40.771758,-73.94965,Entire home/apt,211.37,1,0,,0.0,1,128,$150-250,False,,Sometimes Available
1003029,Private room in Financial District,501229,Host1229,f,Manhattan,Financial District,40.801669,-73.963242,Private room,114.6,3,14,2026-04-01,0.81,1,350,$75-150,False,156.0,Highly Available
1003030,Private room in Financial District,501230,Host1230,t,Manhattan,Financial District,40.745503,-73.949104,Private room,237.46,2,12,2026-05-10,0.41,1,258,$150-250,True,117.0,Highly Available
1003031,Entire home/apt in Upper West Side,501231,Host1231,t,Manhattan,Upper West Side,40.777734,-74.009013,Entire home/apt,370.03,1,9,2026-05-05,0.67,1,155,$250-400,True,122.0,Sometimes Available
1003032,Entire home/apt in Crown Heights,501232,Host1232,f,Brooklyn,Crown Heights,40.652025,-73.946706,Entire home/apt,318.63,14,1,2026-07-29,0.05,1,20,$250-400,False,37.0,Rarely Available
1003033,Entire home/apt in Hell's Kitchen,501233,Host1233,f,Manhattan,Hell's Kitchen,40.780974,-73.966927,Entire home/apt,138.48,1,28,2026-04-27,1.06,1,119,$75-150,False,130.0,Sometimes Available
1003034,Private room in Mott Haven,501234,Host1234,f,Bronx,Mott Haven,40.819987,-73.897397,Private room,68.8,30,5,2026-07-16,0.22,1,237,$0-75,False,50.0,Highly Available
1003035,Entire home/apt in Bushwick,501235,Host1235,f,Brooklyn,Bushwick,40.673211,-73.93614,Entire home/apt,159.02,1,7,2026-02-17,0.43,1,31,$150-250,False,199.0,Sometimes Available
1003036,Private room in Crown Heights,501236,Host1236,t,Brooklyn,Crown Heights,40.700354,-73.937187,Private room,120.18,7,15,2026-05-15,2.24,1,301,$75-150,True,112.0,Highly Available
1003037,Entire home/apt in Jamaica,501237,Host1237,t,Queens,Jamaica,40.750756,-73.793873,Entire home/apt,126.24,2,16,2026-06-16,2.2,1,0,$75-150,True,80.0,Rarely Available
1003038,Private room in Long Island City,501238,Host1238,f,Queens,Long Island City,40.694215,-73.773267,Private room,146.08,2,38,2026-06-14,0.9,1,145,$75-150,False,82.0,Sometimes Available
1003039,Entire home/apt in Park Slope,501239,Host1239,f,Brooklyn,Park Slope,40.677762,-73.961653,Entire home/apt,98.09,2,10,2026-05-13,0.34,1,275,$75-150,False,114.0,Highly Available
1003040,Entire home/apt in East Village,501240,Host1240,f,Manhattan,East Village,40.763958,-73.992037,Entire home/apt,229.47,7,47,2026-06-07,5.93,2,82,$150-250,False,89.0,Sometimes Available
1003041,Private room in Hell's Kitchen,501241,Host1241,f,Manhattan,Hell's Kitchen,40.762844,-73.962681,Private room,129.04,5,1,2026-07-20,0.08,3,247,$75-150,False,46.0,Highly Available
1003042,Private room in Midtown,501242,Host1242,f,Manhattan,Midtown,40.760743,-73.990896,Private room,225.33,3,36,2025-12-16,0.75,1,325,$150-250,False,262.0,Highly Available
1003043,Hotel room in Park Slope,501243,Host1243,f,Brooklyn,Park Slope,40.661779,-73.927959,Hotel room,243.3,2,13,2026-04-09,1.3,2,268,$150-250,False,148.0,Highly Available
1003044,Entire home/apt in Chelsea,501244,Host1244,f,Manhattan,Chelsea,40.793257,-73.929736,Entire home/apt,179.89,3,8,2026-07-30,0.35,1,3,$150-250,False,36.0,Rarely Available
1003045,Private room in Crown Heights,501245,Host1245,f,Brooklyn,Crown Heights,40.680443,-73.9531,Private room,75.16,1,18,2025-09-27,0.99,1,187,$75-150,False,342.0,Highly Available
1003046,Private room in Hell's Kitchen,501246,Host1246,f,Manhattan,Hell's Kitchen,40.765383,-73.975077,Private room,74.35,7,31,2026-05-28,2.35,1,212,$0-75,False,99.0,Highly Available
1003047,Shared room in Greenpoint,501247,Host1247,f,Brooklyn,Greenpoint,40.692783,-73.929302,Shared room,39.62,2,34,2026-07-06,1.4,1,0,$0-75,False,60.0,Rarely Available
1003048,Private room in Bedford-Stuyvesant,501248,Host1248,f,Brooklyn,Bedford-Stuyvesant,40.675114,-73.951388,Private room,141.93,2,19,2026-03-25,0.59,1,22,$75-150,False,163.0,Rarely Available
1003049,Private room in Hell's Kitchen,501249,Host1249,f,Manhattan,Hell's Kitchen,40.749123,-74.022683,Private room,51.46,7,55,2026-06-26,1.79,1,134,$0-75,False,70.0,Sometimes Available
1003050,Private room in East Village,501250,Host1250,f,Manhattan,East Village,40.773632,-73.96074,Private room,63.72,1,29,2026-03-02,1.14,1,0,$0-75,False,186.0,Rarely Available
1003051,Private room in Ridgewood,501251,Host1251,f,Queens,Ridgewood,40.719105,-73.792597,Private room,45.23,7,0,,0.0,3,192,$0-75,False,,Highly Available
1003052,Entire home/apt in Financial District,501252,Host1252,t,Manhattan,Financial District,40.764929,-73.97612,Entire home/apt,145.93,1,30,2026-06-20,1.03,1,121,$75-150,True,76.0,Sometimes Available
1003053,Entire home/apt in Greenpoint,501253,Host1253,f,Brooklyn,Greenpoint,40.696933,-73.93942,Entire home/apt,141.46,3,11,2026-04-23,0.27,1,54,$75-150,False,134.0,Sometimes Available
1003054,Entire home/apt in Long Island City,501254,Host1254,f,Queens,Long Island City,40.69536,-73.795483,Entire home/apt,93.65,1,45,2026-04-30,1.64,1,53,$75-150,False,127.0,Sometimes Available
1003055,Entire home/apt in Ridgewood,501255,Host1255,f,Queens,Ridgewood,40.711572,-73.820727,Entire home/apt,198.95,3,26,2026-03-17,0.78,1,56,$150-250,False,171.0,Sometimes Available
1003056,Private room in Riverdale,501256,Host1256,f,Bronx,Riverdale,40.811954,-73.868902,Private room,69.55,2,1,2026-06-25,0.03,1,2,$0-75,False,71.0,Rarely Available
1003057,Shared room in Mott Haven,501257,Host1257,f,Bronx,Mott Haven,40.834956,-73.861203,Shared room,27.08,3,27,2026-03-26,3.52,1,62,$0-75,False,162.0,Sometimes Available
1003058,Shared room in Chelsea,501258,Host1258,f,Manhattan,Chelsea,40.757202,-73.951055,Shared room,64.52,3,11,2026-05-10,0.34,2,158,$0-75,False,117.0,Sometimes Available
1003059,Entire home/apt in Greenpoint,501259,Host1259,f,Brooklyn,Greenpoint,40.709758,-73.942855,Entire home/apt,57.14,2,62,2026-07-07,3.06,5,221,$0-75,False,59.0,Highly Available
1003060,Private room in Astoria,501260,Host1260,f,Queens,Astoria,40.745402,-73.792022,Private room,38.61,3,16,2026-05-23,0.39,3,230,$0-75,False,104.0,Highly Available
1003061,Private room in Chelsea,501261,Host1261,f,Manhattan,Chelsea,40.774165,-73.977227,Private room,44.94,2,13,2026-02-03,0.29,1,0,$0-75,False,213.0,Rarely Available
1003062,Private room in Upper West Side,501262,Host1262,t,Manhattan,Upper West Side,40.759243,-73.968432,Private room,217.87,1,18,2026-04-20,1.24,1,35,$150-250,True,137.0,Sometimes Available
1003063,Entire home/apt in Flushing,501263,Host1263,f,Queens,Flushing,40.71971,-73.760826,Entire home/apt,107.76,5,43,2026-07-13,2.99,1,21,$75-150,False,53.0,Rarely Available
1003064,Private room in Greenpoint,501264,Host1264,f,Brooklyn,Greenpoint,40.719484,-73.95923,Private room,122.84,14,29,2026-07-23,1.04,1,46,$75-150,False,43.0,Sometimes Available
1003065,Private room in Jamaica,501265,Host1265,t,Queens,Jamaica,40.715435,-73.810633,Private room,78.74,2,9,2026-06-02,0.2,1,146,$75-150,True,94.0,Sometimes Available
1003066,Entire home/apt in Harlem,501266,Host1266,f,Manhattan,Harlem,40.80476,-73.982666,Entire home/apt,502.36,14,7,2024-12-24,0.7,2,99,$400+,False,619.0,Sometimes Available
1003067,Private room in DUMBO,501267,Host1267,t,Brooklyn,DUMBO,40.662956,-73.947057,Private room,130.9,1,40,2026-04-16,1.91,1,86,$75-150,True,141.0,Sometimes Available
1003068,Entire home/apt in DUMBO,501268,Host1268,t,Brooklyn,DUMBO,40.690517,-73.939527,Entire home/apt,300.72,14,0,,0.0,1,269,$250-400,True,,Highly Available
1003069,Entire home/apt in Bushwick,501269,Host1269,f,Brooklyn,Bushwick,40.695645,-73.931134,Entire home/apt,143.73,1,37,2026-01-06,1.4,1,175,$75-150,False,241.0,Sometimes Available
1003070,Private room in Financial District,501270,Host1270,f,Manhattan,Financial District,40.756938,-73.987028,Private room,41.5,2,60,2026-06-11,2.27,5,23,$0-75,False,85.0,Rarely Available
1003071,Private room in Financial District,501271,Host1271,f,Manhattan,Financial District,40.764108,-73.965008,Private room,96.56,1,28,2025-10-03,2.0,1,97,$75-150,False,336.0,Sometimes Available
1003072,Private room in Greenpoint,501272,Host1272,f,Brooklyn,Greenpoint,40.677291,-73.944879,Private room,33.87,2,29,2025-11-08,2.1,1,339,$0-75,False,300.0,Highly Available
1003073,Private room in East Village,501273,Host1273,f,Manhattan,East Village,40.775293,-73.999247,Private room,180.84,14,25,2026-06-07,2.02,1,73,$150-250,False,89.0,Sometimes Available
1003074,Hotel room in Astoria,501274,Host1274,t,Queens,Astoria,40.729576,-73.82053,Hotel room,192.67,1,42,2026-03-03,1.93,1,308,$150-250,True,185.0,Highly Available
1003075,Private room in Hell's Kitchen,501275,Host1275,f,Manhattan,Hell's Kitchen,40.796786,-73.948029,Private room,69.12,3,22,2026-05-19,0.99,1,222,$0-75,False,108.0,Highly Available
1003076,Entire home/apt in Upper West Side,501276,Host1276,f,Manhattan,Upper West Side,40.79292,-73.988521,Entire home/apt,136.62,30,9,2026-06-30,0.23,5,142,$75-150,False,66.0,Sometimes Available
1003077,Private room in Tottenville,501277,Host1277,f,Staten Island,Tottenville,40.602516,-74.17671,Private room,134.06,3,1,2026-07-07,0.03,2,79,$75-150,False,59.0,Sometimes Available
1003078,Private room in DUMBO,501278,Host1278,f,Brooklyn,DUMBO,40.673963,-73.92607,Private room,61.29,1,1,2026-04-24,0.03,1,206,$0-75,False,133.0,Highly Available
1003079,Private room in Bushwick,501279,Host1279,f,Brooklyn,Bushwick,40.692156,-73.97484,Private room,91.57,3,19,2026-02-06,2.26,1,37,$75-150,False,210.0,Sometimes Available
1003080,Entire home/apt in Tottenville,501280,Host1280,f,Staten Island,Tottenville,40.599409,-74.157161,Entire home/apt,107.52,2,8,2026-01-19,0.51,1,57,$75-150,False,228.0,Sometimes Available
1003081,Entire home/apt in Ridgewood,501281,Host1281,f,Queens,Ridgewood,40.749938,-73.787208,Entire home/apt,111.64,1,7,2026-07-24,0.16,5,87,$75-150,False,42.0,Sometimes Available
1003082,Entire home/apt in Park Slope,501282,Host1282,f,Brooklyn,Park Slope,40.667156,-73.946957,Entire home/apt,413.04,2,41,2026-05-02,1.56,1,212,$400+,False,125.0,Highly Available
1003083,Private room in Financial District,501283,Host1283,f,Manhattan,Financial District,40.759212,-73.973331,Private room,231.06,1,11,2026-06-22,0.32,2,28,$150-250,False,74.0,Rarely Available
1003084,Entire home/apt in Midtown,501284,Host1284,t,Manhattan,Midtown,40.743345,-73.973278,Entire home/apt,241.21,1,56,2026-06-11,2.12,1,327,$150-250,True,85.0,Highly Available
1003085,Entire home/apt in Ridgewood,501285,Host1285,f,Queens,Ridgewood,40.739997,-73.792508,Entire home/apt,103.91,5,3,2025-12-31,0.19,1,36,$75-150,False,247.0,Sometimes Available
1003086,Private room in DUMBO,501286,Host1286,f,Brooklyn,DUMBO,40.686457,-73.93025,Private room,46.5,14,0,,0.0,1,182,$0-75,False,,Highly Available
1003087,Private room in St. George,501287,Host1287,f,Staten Island,St. George,40.55892,-74.154406,Private room,53.25,5,19,2025-06-30,0.49,2,193,$0-75,False,431.0,Highly Available
1003088,Hotel room in Bedford-Stuyvesant,501288,Host1288,t,Brooklyn,Bedford-Stuyvesant,40.698164,-73.944031,Hotel room,168.6,2,8,2026-07-20,1.29,2,335,$150-250,True,46.0,Highly Available
1003089,Entire home/apt in Mott Haven,501289,Host1289,f,Bronx,Mott Haven,40.861698,-73.870971,Entire home/apt,267.09,1,22,2026-05-10,1.39,1,222,$250-400,False,117.0,Highly Available
1003090,Private room in St. George,501290,Host1290,t,Staten Island,St. George,40.611369,-74.143194,Private room,25.78,3,7,2026-04-17,0.18,1,207,$0-75,True,140.0,Highly Available
1003091,Private room in East Village,501291,Host1291,t,Manhattan,East Village,40.781757,-73.966255,Private room,98.64,2,0,,0.0,1,182,$75-150,True,,Highly Available
1003092,Entire home/apt in Flushing,501292,Host1292,t,Queens,Flushing,40.727306,-73.788731,Entire home/apt,79.56,1,37,2026-08-01,2.1,2,235,$75-150,True,34.0,Highly Available
1003093,Entire home/apt in Long Island City,501293,Host1293,t,Queens,Long Island City,40.708898,-73.792794,Entire home/apt,256.66,1,6,2026-05-23,0.14,5,114,$250-400,True,104.0,Sometimes Available
1003094,Entire home/apt in Ridgewood,501294,Host1294,f,Queens,Ridgewood,40.736678,-73.844426,Entire home/apt,133.99,5,34,2026-03-12,1.08,1,224,$75-150,False,176.0,Highly Available
